chr	start	end	region	stat	pvalue	bins	adj_pvalue
1	1860000	2055000	chr1:1860000-2055000	2.591093786848266	0.003683618196790528	20.0	0.010612556615824302
1	2710000	3340000	chr1:2710000-3340000	22.28873621326058	0.0	64.0	0.0
1	3995000	5510000	chr1:3995000-5510000	29.95364066283431	0.0	152.0	0.0
1	5535000	5940000	chr1:5535000-5940000	2.134033727214491	0.008285419865949883	41.0	0.02165507464964174
1	6085000	6545000	chr1:6085000-6545000	24.292900576071162	0.0	46.0	0.0
1	6295000	6505000	chr1:6295000-6505000	2.1750429437232914	0.00772180827616975	21.0	0.02041397590251773
1	6765000	6965000	chr1:6765000-6965000	4.089816584501351	0.00018619716655676743	20.0	0.0006488689137584319
1	8030000	8410000	chr1:8030000-8410000	6.509628480092671	5.353124058471437e-07	39.0	2.86329891499635e-06
1	8455000	8925000	chr1:8455000-8925000	2.956200052215685	0.0018566285129207878	47.0	0.005770602134753801
1	8940000	9645000	chr1:8940000-9645000	29.48495628834541	0.0	71.0	0.0
1	8940000	9295000	chr1:8940000-9295000	8.008268174627434	8.14563894113718e-09	36.0	4.8038383499014144e-08
1	9650000	10535000	chr1:9650000-10535000	26.93923367363896	0.0	89.0	0.0
1	9650000	9935000	chr1:9650000-9935000	4.488652018425832	7.753237975938189e-05	29.0	0.00030224487024843783
1	10555000	11020000	chr1:10555000-11020000	4.9123447215886165	2.9316365921072673e-05	47.0	0.0001204065028901199
1	11075000	11840000	chr1:11075000-11840000	40.25381156013236	0.0	77.0	0.0
1	11075000	11330000	chr1:11075000-11330000	3.719568330691161	0.0004039829857429567	26.0	0.001308677277758874
1	11090000	11720000	chr1:11090000-11720000	25.221090266371807	0.0	64.0	0.0
1	11360000	11705000	chr1:11360000-11705000	4.615401559537528	5.82111831815002e-05	35.0	0.00023083745054732838
1	12325000	12740000	chr1:12325000-12740000	21.527232863602595	0.0	42.0	0.0
1	13775000	14310000	chr1:13775000-14310000	25.171820211296406	0.0	54.0	0.0
1	13985000	14140000	chr1:13985000-14140000	2.536442937961521	0.004070225213802847	16.0	0.011416485355788474
1	15430000	15835000	chr1:15430000-15835000	8.032295144767437	7.593118578341773e-09	41.0	4.7099937575853954e-08
1	15870000	16390000	chr1:15870000-16390000	19.090744365423376	0.0	53.0	0.0
1	16115000	16335000	chr1:16115000-16335000	6.364767788270268	7.854404096008237e-07	22.0	4.105711232004306e-06
1	17735000	17960000	chr1:17735000-17960000	2.2413844359276167	0.006882435542614807	23.0	0.01840651366048146
1	17970000	18910000	chr1:17970000-18910000	36.953231273358455	0.0	95.0	0.0
1	19205000	19575000	chr1:19205000-19575000	5.63258884765007	5.1330616791522834e-06	37.0	2.3612083724100505e-05
1	19205000	19400000	chr1:19205000-19400000	2.8410263282144967	0.002312556395646648	20.0	0.006907635986996482
1	19665000	19985000	chr1:19665000-19985000	6.09241320182572	1.5979695161538745e-06	32.0	7.819850823731726e-06
1	19985000	20190000	chr1:19985000-20190000	1.6755355596314228	0.017685303552479992	21.0	0.04281705070600419
1	20195000	20840000	chr1:20195000-20840000	32.22411125263652	0.0	65.0	0.0
1	20235000	20520000	chr1:20235000-20520000	9.173724391542141	2.421756128967445e-10	29.0	1.6878906353409464e-09
1	20535000	20950000	chr1:20535000-20950000	4.27180398035486	0.00012546823867187748	42.0	0.0004439645368389511
1	20540000	20830000	chr1:20540000-20830000	4.04758620730824	0.0002038014939118593	30.0	0.0006893285823489359
1	21005000	21530000	chr1:21005000-21530000	10.83175005097435	1.131428284395497e-12	53.0	8.67428351369881e-12
1	21540000	21930000	chr1:21540000-21930000	12.319175889670944	6.550315845288425e-15	40.0	5.380616587201206e-14
1	21995000	22335000	chr1:21995000-22335000	6.261120129419671	1.0308875909581516e-06	34.0	5.154437954790758e-06
1	22110000	22305000	chr1:22110000-22305000	2.8075148381154436	0.00246364356771811	20.0	0.0072645900073739144
1	22425000	23290000	chr1:22425000-23290000	16.294029614075306	0.0	87.0	0.0
1	22430000	22990000	chr1:22430000-22990000	15.560103783848842	0.0	57.0	0.0
1	23295000	23610000	chr1:23295000-23610000	8.023905848507122	7.781728816880218e-09	32.0	4.7099937575853954e-08
1	23810000	23995000	chr1:23810000-23995000	4.957902981344706	2.6342146945856907e-05	19.0	0.0001101580690463107
1	24380000	24965000	chr1:24380000-24965000	5.905987072430659	2.577433303008192e-06	59.0	1.2350201243580921e-05
1	24740000	24965000	chr1:24740000-24965000	1.8626985559592195	0.013066965070033576	23.0	0.032316150173201316
1	24975000	25560000	chr1:24975000-25560000	21.513100359688	0.0	59.0	0.0
1	25175000	25550000	chr1:25175000-25550000	13.411691912845821	1.1102230246251563e-16	38.0	1.0639637319324416e-15
1	25230000	25545000	chr1:25230000-25545000	9.60075021458845	6.327816048923297e-11	32.0	4.54811778516362e-10
1	25265000	25365000	chr1:25265000-25365000	1.6367592945999343	0.01880695405030885	10.0	0.04459380857289728
1	25870000	26140000	chr1:25870000-26140000	4.442896660987633	8.590334730029793e-05	28.0	0.0003292961646511421
1	26150000	26350000	chr1:26150000-26350000	4.373705262256586	0.00010021307479468612	21.0	0.00037175818068996465
1	26365000	26500000	chr1:26365000-26500000	1.999945988120004	0.01040294152761867	14.0	0.026293148915959276
1	26365000	26775000	chr1:26365000-26775000	8.818172708700814	7.243996513750518e-10	41.0	4.760340566178911e-09
1	26575000	26755000	chr1:26575000-26755000	2.5562887475333	0.00392562824508791	18.0	0.011146845634200236
1	26805000	27230000	chr1:26805000-27230000	2.866606022804838	0.0022030947038026443	43.0	0.006667260287823792
1	27315000	28055000	chr1:27315000-28055000	19.163842831772406	0.0	74.0	0.0
1	28150000	28570000	chr1:28150000-28570000	13.106798861686011	3.3306690738754696e-16	43.0	2.9463611038129156e-15
1	28170000	28315000	chr1:28170000-28315000	2.041038274582265	0.009706913901042835	15.0	0.024806557747109468
1	28575000	28975000	chr1:28575000-28975000	4.337996744801327	0.00010845695929295741	40.0	0.0003897671974590657
1	29095000	29550000	chr1:29095000-29550000	14.697910772746216	0.0	46.0	0.0
1	29565000	29880000	chr1:29565000-29880000	3.3022480642420735	0.0009417200017156623	31.0	0.00300827222770281
1	31185000	31410000	chr1:31185000-31410000	4.651276473423806	5.3638702179448217e-05	23.0	0.00021643686844338754
1	32275000	32480000	chr1:32275000-32480000	3.754893369013785	0.0003758747343211022	21.0	0.001235016984197907
1	32905000	33275000	chr1:32905000-33275000	8.929987658990568	5.143628856174587e-10	37.0	3.4795136380004557e-09
1	32980000	33120000	chr1:32980000-33120000	1.5640672836746958	0.02108190050684577	15.0	0.049477929760964566
1	33590000	33960000	chr1:33590000-33960000	4.354436394254097	0.00010458468807339472	38.0	0.00038181711518858394
1	33745000	33950000	chr1:33745000-33950000	3.1451259354637346	0.0012861223539027964	21.0	0.00405216632051566
1	36035000	36245000	chr1:36035000-36245000	2.342426107092855	0.005763355186449326	21.0	0.01597074328775114
1	36555000	36930000	chr1:36555000-36930000	2.9458485782754864	0.0018939143306325734	38.0	0.005808003947273225
1	36960000	37910000	chr1:36960000-37910000	13.143444475240095	3.3306690738754696e-16	96.0	2.9463611038129156e-15
1	37910000	38165000	chr1:37910000-38165000	2.58995202984106	0.0036913240402867134	26.0	0.010612556615824302
1	37920000	38475000	chr1:37920000-38475000	12.18969912327993	1.0325074129013956e-14	56.0	8.188851895424862e-14
1	38485000	39310000	chr1:38485000-39310000	29.652448673916112	0.0	83.0	0.0
1	38655000	39215000	chr1:38655000-39215000	15.039652605175815	0.0	56.0	0.0
1	39075000	39295000	chr1:39075000-39295000	3.9621905811837146	0.0002442800486296415	22.0	0.0008142668287654716
1	39550000	40040000	chr1:39550000-40040000	4.052123257382663	0.00020183774045412492	50.0	0.0006893285823489359
1	40265000	40510000	chr1:40265000-40510000	1.8657025692561957	0.01300262038846356	25.0	0.032316150173201316
1	40535000	40900000	chr1:40535000-40900000	5.259677175351623	1.2824084541618319e-05	37.0	5.672191239561949e-05
1	41005000	41445000	chr1:41005000-41445000	14.894850071834073	0.0	44.0	0.0
1	41985000	42525000	chr1:41985000-42525000	22.85201369254118	0.0	54.0	0.0
1	42800000	43230000	chr1:42800000-43230000	5.5545503427270875	6.231632237896356e-06	44.0	2.810343950423847e-05
