x	y	count
163500000	163500000	838.8626196255258
163500000	163510000	153.68800530242837
163510000	163510000	769.1528764836714
163500000	163520000	100.00168127876726
163510000	163520000	221.1404002652408
163520000	163520000	713.7180423889272
163500000	163530000	79.57748482949981
163510000	163530000	106.7636547253119
163520000	163530000	262.5373563552336
163530000	163530000	668.9721064403766
163500000	163540000	62.387644208894194
163510000	163540000	78.31693499990888
163520000	163540000	117.33056118524586
163530000	163540000	225.2855891238254
163540000	163540000	695.1793771520184
163500000	163550000	44.659972557210416
163510000	163550000	46.25189130115857
163520000	163550000	76.87281082750037
163530000	163550000	125.1454310189137
163540000	163550000	292.6510676714202
163550000	163550000	571.5206816792036
163500000	163560000	47.27546698748112
163510000	163560000	48.070422836114375
163520000	163560000	48.82490278096189
163530000	163560000	90.34216382034917
163540000	163560000	158.03576226513098
163550000	163560000	229.01792545592767
163560000	163560000	664.4195967475625
163500000	163570000	18.24677828714342
163510000	163570000	30.922675246200654
163520000	163570000	74.03318072145461
163530000	163570000	56.929158303823016
163540000	163570000	78.63675259179989
163550000	163570000	115.62647975718953
163560000	163570000	234.81109354252374
163570000	163570000	796.0040227472005
163500000	163580000	30.13843759530372
163510000	163580000	39.288753146171985
163520000	163580000	55.86756295033583
163530000	163580000	39.78218560605242
163540000	163580000	68.04803270702007
163550000	163580000	94.7176639729612
163560000	163580000	117.95433801861682
163570000	163580000	247.35710820415258
163580000	163580000	690.3304280490527
163500000	163590000	35.857353587947856
163510000	163590000	43.88740934491508
163520000	163590000	41.14729441612062
163530000	163590000	40.39872446754634
163540000	163590000	51.97462904152528
163550000	163590000	79.06243718946898
163560000	163590000	89.72349639725493
163570000	163590000	111.76982925278574
163580000	163590000	236.29361236686472
163590000	163590000	611.91875326242
163500000	163600000	32.7027418234341
163510000	163600000	27.710542901124693
163520000	163600000	58.63639233733029
163530000	163600000	46.76427190395706
163540000	163600000	62.21522017380946
163550000	163600000	60.44245179347015
163560000	163600000	45.46106608816705
163570000	163600000	82.71911577403348
163580000	163600000	118.156342786031
163590000	163600000	249.0306885965679
163600000	163600000	786.1908099676159
163500000	163610000	18.46262867053893
163510000	163610000	46.93271285368756
163520000	163610000	34.95751313518302
163530000	163610000	34.56156129316433
163540000	163610000	51.18092649780728
163550000	163610000	51.72378869707207
163560000	163610000	18.479128337700175
163570000	163610000	78.11607082299341
163580000	163610000	81.55780813691517
163590000	163610000	67.48441322921572
163600000	163610000	166.88802575602776
163610000	163610000	875.6273498543577
163500000	163620000	32.89619336996026
163510000	163620000	32.94254756871775
163520000	163620000	43.75484963610711
163530000	163620000	30.32388838512888
163540000	163620000	46.32786143473456
163550000	163620000	38.399997664854446
163560000	163620000	64.85343881472409
163570000	163620000	57.764534673951374
163580000	163620000	70.94621151504796
163590000	163620000	96.69797731311154
163600000	163620000	120.7830631784134
163610000	163620000	331.20454348868566
163620000	163620000	864.6838606627099
163500000	163630000	21.868261078057976
163510000	163630000	20.214531470339747
163520000	163630000	32.50869078437121
163530000	163630000	38.76592490213342
163540000	163630000	35.65988490599257
163550000	163630000	42.93177508806604
163560000	163630000	33.16333983038453
163570000	163630000	43.88557879095861
163580000	163630000	50.415201762749334
163590000	163630000	51.704683792147556
163600000	163630000	97.49796016278447
163610000	163630000	121.7429503530647
163620000	163630000	247.54684849517713
163630000	163630000	684.7396725917387
163500000	163640000	29.209145272292385
163510000	163640000	27.225282983836713
163520000	163640000	25.138720092959257
163530000	163640000	22.78281717679078
163540000	163640000	26.196738514870276
163550000	163640000	40.91529123631645
163560000	163640000	53.597956275927736
163570000	163640000	32.23956092935347
163580000	163640000	54.95724272192051
163590000	163640000	49.27614083735912
163600000	163640000	78.64672971018408
163610000	163640000	64.69819573642411
163620000	163640000	73.97482046752967
163630000	163640000	262.27159177043467
163640000	163640000	870.0343689225418
163500000	163650000	30.033474185332857
163510000	163650000	27.99362412220526
163520000	163650000	15.508905048592263
163530000	163650000	39.82383417208514
163540000	163650000	36.73098065341847
163550000	163650000	33.305405866671535
163560000	163650000	37.57539309552518
163570000	163650000	38.67431520301315
163580000	163650000	36.85318971460403
163590000	163650000	54.88902525202611
163600000	163650000	40.43313326173011
163610000	163650000	66.52408255611401
163620000	163650000	66.55469494722716
163630000	163650000	90.59337979937479
163640000	163650000	219.7777076147454
163650000	163650000	840.2643569668696
163500000	163660000	11.921937347223125
163510000	163660000	22.224417384894448
163520000	163660000	28.72957359082391
163530000	163660000	20.457760614847587
163540000	163660000	31.105164668808534
163550000	163660000	40.35806961983274
163560000	163660000	29.831479336539957
163570000	163660000	50.442161773477665
163580000	163660000	37.06027883474396
163590000	163660000	50.28108990347675
163600000	163660000	29.807391487851593
163610000	163660000	59.02755998584806
163620000	163660000	55.35455210636889
163630000	163660000	93.66714684419216
163640000	163660000	144.9935088395519
163650000	163660000	240.05285632579503
163660000	163660000	738.2481189844771
163500000	163670000	16.579401609139133
163510000	163670000	30.103912259461538
163520000	163670000	16.307414582485638
163530000	163670000	35.1004746364166
163540000	163670000	27.0355082684349
163550000	163670000	40.088920887669
163560000	163670000	27.657030459087895
163570000	163670000	50.10576203937695
163580000	163670000	15.500262371329539
163590000	163670000	53.27548198478261
163600000	163670000	50.10687072493161
163610000	163670000	33.945944460505125
163620000	163670000	52.48605556846568
163630000	163670000	66.45891347455769
163640000	163670000	95.20398696145166
163650000	163670000	115.46093901567899
163660000	163670000	237.13489854361967
163670000	163670000	663.1126291657827
163500000	163680000	26.252077521364946
163510000	163680000	19.464022582148857
163520000	163680000	28.24216621695704
163530000	163680000	20.476336335919658
163540000	163680000	18.72869091332497
163550000	163680000	34.4747997801276
163560000	163680000	41.05552883893558
163570000	163680000	27.16471945951002
163580000	163680000	26.84429123226524
163590000	163680000	39.212922392090896
163600000	163680000	41.02237797318948
163610000	163680000	51.3073207480974
163620000	163680000	34.628008900677635
163630000	163680000	59.850732877092355
163640000	163680000	71.02523890316053
163650000	163680000	86.94010122106096
163660000	163680000	118.7188951444613
163670000	163680000	266.0217253079933
163680000	163680000	820.7332005339688
163500000	163690000	29.16929457221346
163510000	163690000	21.42095793076189
163520000	163690000	25.104422766370146
163530000	163690000	25.785298603645547
163540000	163690000	20.611695165238817
163550000	163690000	30.644602181635985
163560000	163690000	27.57339797707163
163570000	163690000	30.40693266636742
163580000	163690000	33.406595056975945
163590000	163690000	39.64051266969092
163600000	163690000	39.269715095596304
163610000	163690000	30.404671303072877
163620000	163690000	32.832842195729825
163630000	163690000	45.0164289923894
163640000	163690000	58.123583568849384
163650000	163690000	59.76392429154682
163660000	163690000	101.43878910747554
163670000	163690000	102.3874901543472
163680000	163690000	222.91763232237867
163690000	163690000	679.1848432241807
163500000	163700000	21.631823896554838
163510000	163700000	18.329643041902937
163520000	163700000	23.936570201347628
163530000	163700000	9.641479151066568
163540000	163700000	22.676357724034126
163550000	163700000	27.054649642428
163560000	163700000	25.775185485190708
163570000	163700000	28.423929838572636
163580000	163700000	32.86371848885203
163590000	163700000	23.89430380643972
163600000	163700000	32.68824258807011
163610000	163700000	40.264239264171145
163620000	163700000	26.087887628465133
163630000	163700000	60.69816526381004
163640000	163700000	66.88582848515593
163650000	163700000	55.67374832127103
163660000	163700000	62.39992101757902
163670000	163700000	46.487831070119086
163680000	163700000	110.92548909978538
163690000	163700000	292.62385076321175
163700000	163700000	825.5761734199901
163500000	163710000	18.0142260624961
163510000	163710000	28.347958576145505
163520000	163710000	19.93353814407477
163530000	163710000	28.101802715367043
163540000	163710000	18.884077286697913
163550000	163710000	16.522121442742886
163560000	163710000	30.050541669291235
163570000	163710000	23.67045424117586
163580000	163710000	21.052119142165974
163590000	163710000	34.36986029235744
163600000	163710000	34.645704156499576
163610000	163710000	33.53064964876721
163620000	163710000	27.156350030834233
163630000	163710000	39.715742201228494
163640000	163710000	31.828672963390922
163650000	163710000	43.63590553064161
163660000	163710000	51.96447090490581
163670000	163710000	58.07015872010884
163680000	163710000	95.35470052818542
163690000	163710000	144.79946485227873
163700000	163710000	221.68720462028566
163710000	163710000	827.2547464285558
163500000	163720000	11.587897090538235
163510000	163720000	14.728440257159685
163520000	163720000	14.959607618237344
163530000	163720000	24.855694360251878
163540000	163720000	25.982026107591732
163550000	163720000	25.36246459884353
163560000	163720000	12.08151349281541
163570000	163720000	23.98149048081714
163580000	163720000	23.698610825354116
163590000	163720000	24.436133089447146
163600000	163720000	36.21527431309872
163610000	163720000	30.196668045863024
163620000	163720000	24.45617057254102
163630000	163720000	36.579652646406075
163640000	163720000	35.829900474773076
163650000	163720000	27.630808286427015
163660000	163720000	65.80912282298432
163670000	163720000	62.9491205142491
163680000	163720000	53.670937422624604
163690000	163720000	91.4403765939039
163700000	163720000	101.08590046368612
163710000	163720000	186.7761522167903
163720000	163720000	743.2995449316556
163500000	163730000	24.73896811837354
163510000	163730000	28.585186071011325
163520000	163730000	13.549124998764752
163530000	163730000	24.558707572291933
163540000	163730000	23.837897025092513
163550000	163730000	19.689546404615456
163560000	163730000	15.006713223958432
163570000	163730000	22.754673309407252
163580000	163730000	27.59677962795512
163590000	163730000	31.617351601019582
163600000	163730000	28.114867203250796
163610000	163730000	29.303081648308105
163620000	163730000	30.852195699365915
163630000	163730000	20.509481531719437
163640000	163730000	32.45163995038006
163650000	163730000	45.28443342726879
163660000	163730000	52.98154597766641
163670000	163730000	54.50779000790839
163680000	163730000	57.29096484925115
163690000	163730000	70.98756239499211
163700000	163730000	76.02327192086067
163710000	163730000	100.06988782369741
163720000	163730000	278.1760737928343
163730000	163730000	671.0679617803546
163500000	163740000	30.63522454822897
163510000	163740000	17.305760043254637
163520000	163740000	10.985862015183981
163530000	163740000	31.860191436427094
163540000	163740000	16.65196541477208
163550000	163740000	38.74081263368622
