#dvsd	True
#one	False
#<chr>	
#<start>	
#<end>	
#<hic0>	https://hicfiles.s3.amazonaws.com/hiseq/gm12878/in-situ/combined.hic
#<hic1>	https://hicfiles.s3.amazonaws.com/hiseq/k562/in-situ/combined.hic
#--filter	false
#--ncore	10
#--chrn	ALL
#--hicnorm	KR
#--sep	"	"
#--reso	100000
#--f	0.5
#--ofile	res/temp/temp.txt
#--oprefixFig	
#--oprefix	
#--min_nbin	10
#multiple	True
#<bed>	data/GSE63525_GM12878_primary+replicate_Arrowhead_domainlist.txt
#visualization	False
#adjustment	False
#<method>	
#<input>	
#<output>	
1	144835000	145835000	1:144835000-145835000	-0.10863173906358917	0.18862081381854356	11
1	68985000	70260000	1:68985000-70260000	2.111512291411615	0.00861168081849939	14
1	49365000	50810000	1:49365000-50810000	4.84129435910883	3.460749798911422e-05	16
1	163360000	164895000	1:163360000-164895000	4.600429511250233	6.0227577725835424e-05	16
1	3995000	5510000	1:3995000-5510000	3.894106390698584	0.00028181967616447423	17
1	176855000	177945000	1:176855000-177945000	1.8214717138609617	0.01397942498168303	12
1	214855000	215735000	1:214855000-215735000	-0.13663428020676288	0.19418286778201	10
1	57285000	58515000	1:57285000-58515000	-0.04234543271485401	0.1758939307106261	14
1	213410000	214330000	1:213410000-214330000	0.27046100756906394	0.12401513746411341	10
1	17970000	18910000	1:17970000-18910000	0.10095355703759816	0.15047826608496861	11
1	181150000	182040000	1:181150000-182040000	0.28999444199848096	0.12120779176563667	10
1	43660000	44535000	1:43660000-44535000	-0.6654344416966755	0.31952241488474475	10
1	36960000	37910000	1:36960000-37910000	-1.0602315925184194	0.43464237443444853	11
1	9650000	10535000	1:9650000-10535000	-1.5191597817027547	0.5798461639041111	10
1	38485000	39310000	1:38485000-39310000	-0.24195561370560853	0.21609410917388872	10
10	127640000	129495000	10:127640000-129495000	3.914159897182335	0.0002702378304212383	19
10	86420000	88145000	10:86420000-88145000	7.725698650940357	1.8472693708027066e-08	18
10	9365000	11065000	10:9365000-11065000	3.0757476901839995	0.0014732610028580506	18
10	52710000	53995000	10:52710000-53995000	-0.25180673371597934	0.2182235687233619	13
10	132020000	133380000	10:132020000-133380000	2.7474859626441677	0.0027580350153919575	14
10	114235000	115355000	10:114235000-115355000	0.8646803682124321	0.05852626625607271	12
10	30970000	32110000	10:30970000-32110000	1.4917898109752352	0.023581963429975983	13
11	20650000	22170000	11:20650000-22170000	0.14541834559903086	0.14316526725779333	16
11	55670000	56585000	11:55670000-56585000	0.27375171104427953	0.12353869968559195	10
11	15310000	16720000	11:15310000-16720000	2.999695703622151	0.0017070057376390446	15
11	41505000	42570000	11:41505000-42570000	0.8813730570027442	0.057213991687224075	11
11	115195000	116150000	11:115195000-116150000	0.6897858065629914	0.07384759473886982	11
11	10930000	11815000	11:10930000-11815000	0.2895586179109843	0.12126988955260376	10
11	19060000	19945000	11:19060000-19945000	-0.30292129852704536	0.22949078154271196	10
12	126225000	128250000	12:126225000-128250000	10.506779673819207	3.3458791293128343e-12	21
12	18280000	19395000	12:18280000-19395000	0.2578806916100266	0.12584927920398337	12
12	18395000	19385000	12:18395000-19385000	0.12577388285991356	0.1463632926583316	11
12	115075000	116290000	12:115075000-116290000	1.671297488690195	0.01780516327982873	13
12	120740000	121700000	12:120740000-121700000	0.6002160173049053	0.08288316534194617	11
13	92790000	95070000	13:92790000-95070000	18.101141453786834	0.0	24
13	19255000	20185000	13:19255000-20185000	0.25411362644061586	0.12640212639769488	10
13	58190000	59905000	13:58190000-59905000	4.552333072943159	6.716603254208753e-05	19
13	65085000	66215000	13:65085000-66215000	-1.6525571014270808	0.6218883701325246	13
13	85445000	86425000	13:85445000-86425000	-1.4469080867175264	0.5568450630955584	11
13	85465000	86355000	13:85465000-86355000	-0.7724093307654999	0.34920729949536344	10
13	107825000	108815000	13:107825000-108815000	4.475773948078424	7.980637489746201e-05	11
13	80190000	81515000	13:80190000-81515000	6.430313684717347	6.606656349772422e-07	15
13	96750000	97625000	13:96750000-97625000	0.15577193483791124	0.14150067768073316	10
13	34740000	35740000	13:34740000-35740000	1.300941631667049	0.03147690503588063	11
13	109590000	110805000	13:109590000-110805000	1.6280764963527663	0.019066968350641367	14
14	62630000	63755000	14:62630000-63755000	1.5813882818477252	0.02051930238059163	12
14	68285000	69320000	14:68285000-69320000	0.19338251921528868	0.1355756384895931	12
14	89490000	90395000	14:89490000-90395000	0.010364616337603995	0.16621438529330457	10
15	46095000	47430000	15:46095000-47430000	2.338924144906718	0.005798973738832758	15
15	46000000	47455000	15:46000000-47455000	2.338924144906718	0.005798973738832758	15
15	27125000	28050000	15:27125000-28050000	-0.4159125313763238	0.25568381944219076	10
15	27120000	28315000	15:27120000-28315000	-0.034433153674741215	0.1744161938432418	13
15	53070000	54045000	15:53070000-54045000	-1.3048037826642467	0.5115087375995231	11
15	93610000	94670000	15:93610000-94670000	0.4918916152792357	0.09497785888434274	11
15	49510000	50445000	15:49510000-50445000	0.6138647800885745	0.08145071538239013	10
15	69755000	70840000	15:69755000-70840000	-0.6490894204976685	0.3151026144648875	12
16	53560000	55470000	16:53560000-55470000	5.562712526274382	6.106850319320678e-06	20
16	75810000	77225000	16:75810000-77225000	1.909362983019347	0.012098739678234494	15
16	25780000	26820000	16:25780000-26820000	-0.26729903465112076	0.2215999183958457	12
16	50945000	51860000	16:50945000-51860000	0.599072178860986	0.08300412418681191	10
16	79665000	80530000	16:79665000-80530000	0.4621479454028279	0.09853311480166527	10
16	68405000	69345000	16:68405000-69345000	-1.4908391387100612	0.570842067718114	10
16	12980000	13955000	16:12980000-13955000	-0.1297826757615508	0.19281161904891553	11
17	13115000	15115000	17:13115000-15115000	3.3492797867298347	0.0008572654189329398	21
17	10795000	11840000	17:10795000-11840000	3.642575046334744	0.000472078146133148	12
17	73855000	74720000	17:73855000-74720000	0.01947139713438449	0.16458146027648257	10
17	63225000	64170000	17:63225000-64170000	-0.1243824873843738	0.191735994749911	10
17	5485000	6340000	17:5485000-6340000	0.4238228137403333	0.10326805334612221	10
18	68255000	70265000	18:68255000-70265000	1.7389179016887655	0.015979853351812068	21
18	70350000	71595000	18:70350000-71595000	1.2202300808962219	0.03545407540117573	13
18	75465000	76750000	18:75465000-76750000	2.916699916762613	0.002002420392540949	14
18	7010000	8435000	18:7010000-8435000	1.937389787030757	0.01154898160119	15
18	53025000	54260000	18:53025000-54260000	1.9063074148930548	0.012160113712979315	13
18	75770000	76745000	18:75770000-76745000	-0.6240711727818272	0.30839856677235034	11
18	54395000	55230000	18:54395000-55230000	0.3418546591847031	0.11399180856961766	10
18	4070000	5065000	18:4070000-5065000	1.5257721038222323	0.022376225632927293	11
19	43080000	43930000	19:43080000-43930000	0.0778148618153507	0.154390532567243	10
19	31200000	32745000	19:31200000-32745000	3.3631521854318422	0.0008328316644898859	16
19	11710000	12790000	19:11710000-12790000	2.0902727792517233	0.008928830704953206	11
19	11710000	12670000	19:11710000-12670000	-1.9143133890151436	0.7011234872777802	10
20	53295000	54810000	20:53295000-54810000	6.185226234793346	1.2564144789006804e-06	17
20	11620000	12820000	20:11620000-12820000	0.7992374789497325	0.06391710433873143	13
20	58590000	60510000	20:58590000-60510000	7.242264580699973	7.265224633012934e-08	21
20	40355000	41990000	20:40355000-41990000	1.435766160905978	0.025696378564570077	17
20	14285000	15235000	20:14285000-15235000	2.9507015793681974	0.0018764722674444734	11
20	24080000	24930000	20:24080000-24930000	0.5924715729557483	0.08370455157692613	10
20	10655000	11540000	20:10655000-11540000	0.3994356692147727	0.10637265085515313	10
20	36175000	37050000	20:36175000-37050000	0.09336329260482412	0.1517533561083072	10
20	46300000	47245000	20:46300000-47245000	-1.0872126801745687	0.4429818771346141	10
21	28130000	30155000	21:28130000-30155000	6.451537332875303	6.245689027073453e-07	21
21	31375000	32460000	21:31375000-32460000	0.6063876378384083	0.08223270551374551	12
22	27130000	28190000	22:27130000-28190000	1.320576647757138	0.030570719737857854	11
2	163735000	165515000	2:163735000-165515000	4.7142920871009615	4.642589188219581e-05	19
2	107230000	108805000	2:107230000-108805000	5.209151710094622	1.4486089957244097e-05	17
2	56370000	57765000	2:56370000-57765000	4.218274894351438	0.00014104267372694324	15
2	103440000	105570000	2:103440000-105570000	3.631159535428677	0.00048302637479857857	22
2	107240000	108445000	2:107240000-108445000	2.4966798243206356	0.004374056980435692	13
2	228755000	230510000	2:228755000-230510000	2.782615882980635	0.0025821079816066295	19
2	164005000	165405000	2:164005000-165405000	1.638507319000139	0.018755123633847015	15
2	122690000	124775000	2:122690000-124775000	7.9578058483178316	9.437496006903245e-09	22
2	18595000	20080000	2:18595000-20080000	5.191883470064813	1.5100326092754024e-05	16
2	137560000	138605000	2:137560000-138605000	0.6561907683087463	0.07713801914659202	12
2	212575000	213455000	2:212575000-213455000	-1.0383506150953814	0.42791281454781205	10
2	209245000	210110000	2:209245000-210110000	-0.6284753732622579	0.30957289141461586	10
2	199165000	200450000	2:199165000-200450000	3.322891399528078	0.0009038383934940608	14
2	15775000	16700000	2:15775000-16700000	1.5517726346347236	0.021490543237032145	11
2	180955000	181830000	2:180955000-181830000	0.2565978821484003	0.12603734360415697	10
2	122890000	124140000	2:122890000-124140000	2.983715239447594	0.0017614181063544398	14
2	122910000	124065000	2:122910000-124065000	1.18047232544698	0.03756826767084487	12
2	221525000	222460000	2:221525000-222460000	-1.3211330433905928	0.5167111408863744	10
2	217550000	218440000	2:217550000-218440000	1.3330780982921508	0.030005569528087417	10
2	203370000	204325000	2:203370000-204325000	-0.4565009137003682	0.26551798498436197	11
2	230630000	231685000	2:230630000-231685000	0.12204927416572971	0.14697538715863978	11
2	46200000	47140000	2:46200000-47140000	-0.4772340094279428	0.2706260706483208	10
3	108925000	111270000	3:108925000-111270000	6.2604412069182604	1.032718646931663e-06	24
3	102355000	103420000	3:102355000-103420000	0.4048744872059591	0.10567407281480645	12
3	64515000	65740000	3:64515000-65740000	1.6835092376235399	0.01746231210281901	13
3	88250000	89165000	3:88250000-89165000	-0.8102984944169871	0.36001976719495465	10
3	3235000	4295000	3:3235000-4295000	-1.0181817878423232	0.42173871569605925	11
3	181400000	182410000	3:181400000-182410000	-0.637822121549477	0.3120736672325849	11
3	5910000	6925000	3:5910000-6925000	0.45026521640547196	0.09998246706834713	11
3	135775000	136750000	3:135775000-136750000	0.7880078734820964	0.06488213178171565	11
3	179490000	180325000	3:179490000-180325000	-1.9068873111627413	0.6989591296898028	10
3	71895000	72900000	3:71895000-72900000	1.2271182704985053	0.03509875509761129	12
3	105395000	106355000	3:105395000-106355000	0.25337376706339376	0.1265109216462652	11
4	18680000	20260000	4:18680000-20260000	2.953859488179155	0.0018650730406873928	17
4	42985000	44635000	4:42985000-44635000	3.525111978802632	0.0005993652457627618	18
4	60060000	60985000	4:60060000-60985000	-0.8109867697435951	0.3602175629962897	10
4	22960000	24440000	4:22960000-24440000	2.275976418557709	0.006478717327141004	16
4	125265000	126205000	4:125265000-126205000	-0.36920385513743603	0.24464336649374074	11
4	120990000	122040000	4:120990000-122040000	-0.03706587897368133	0.17490694971712784	12
4	156875000	157980000	4:156875000-157980000	2.278710713145063	0.006447611838151457	12
4	84565000	85475000	4:84565000-85475000	0.36083931705062405	0.11143387731831034	10
4	145075000	146010000	4:145075000-146010000	2.1971395301043115	0.00743163514685552	11
4	4990000	5850000	4:4990000-5850000	0.6922911173221192	0.07360705517381883	10
5	44960000	46035000	5:44960000-46035000	-0.2445131620224237	0.21664565014138792	12
5	2115000	4805000	5:2115000-4805000	11.281558689888444	2.4591439995447217e-13	28
5	17195000	18335000	5:17195000-18335000	1.1035945127265085	0.041964259916806634	13
5	151900000	153350000	5:151900000-153350000	1.9170223514169955	0.011946672498004407	15
5	161565000	162865000	5:161565000-162865000	0.863597090018364	0.05861238504835076	14
5	162955000	163960000	5:162955000-163960000	0.5188750377389626	0.09184091775744707	11
5	178070000	178920000	5:178070000-178920000	0.8323795290894347	0.06113783348343427	10
5	149825000	150705000	5:149825000-150705000	0.9239837283265545	0.05397369218387549	10
5	168090000	169010000	5:168090000-169010000	0.8840313196647818	0.057007206871901306	11
6	86410000	87695000	6:86410000-87695000	0.8585219834830149	0.059017021469840114	13
6	168710000	170045000	6:168710000-170045000	0.4920578102053815	0.09495827294173842	14
6	18585000	20065000	6:18585000-20065000	4.543791172779089	6.847548097943523e-05	16
6	55135000	56165000	6:55135000-56165000	-0.6498434982073751	0.31530581960494175	11
6	126310000	127480000	6:126310000-127480000	1.2799268958286878	0.03247351281848587	12
6	8955000	10175000	6:8955000-10175000	1.5260933823178968	0.02236509285797117	13
6	8940000	10455000	6:8940000-10455000	2.623877429570894	0.003468427679124364	16
6	20675000	21590000	6:20675000-21590000	-0.7048640171496827	0.3303140096441449	10
6	88540000	89630000	6:88540000-89630000	1.1745299870040564	0.037892893712326514	12
6	34130000	35230000	6:34130000-35230000	0.16206851395210928	0.14049539099271924	12
6	105870000	106765000	6:105870000-106765000	0.2123947785915827	0.13265130773983236	10
6	20555000	21595000	6:20555000-21595000	0.13003852312065814	0.14566469961868045	11
7	152585000	154270000	7:152585000-154270000	2.500933933378568	0.00434068714448721	18
7	152580000	154570000	7:152580000-154570000	5.177204827151658	1.5642116217406965e-05	21
7	63325000	64365000	7:63325000-64365000	2.004252459652517	0.010328149415955723	11
7	48310000	49960000	7:48310000-49960000	2.632687137132508	0.0034130895380393156	17
7	135730000	137285000	7:135730000-137285000	2.77612422963755	0.0026139847542697714	16
7	83565000	84655000	7:83565000-84655000	2.635292930352548	0.0033966565731102794	12
7	15230000	16120000	7:15230000-16120000	0.024677278735761227	0.16365268710697833	10
7	70295000	71990000	7:70295000-71990000	7.635548712936416	2.391941567037037e-08	18
7	3250000	4620000	7:3250000-4620000	3.9244773333297656	0.0002644535936366932	15
7	157245000	158330000	7:157245000-158330000	1.2826213714439527	0.03234433368823242	12
7	66840000	68615000	7:66840000-68615000	5.408986891249765	8.918370498878225e-06	19
7	41985000	42895000	7:41985000-42895000	0.9056121916486026	0.05535157724140394	10
7	70310000	71205000	7:70310000-71205000	0.4621386452699357	0.09853424334295535	10
7	1590000	2440000	7:1590000-2440000	0.38263596387515836	0.10855275815427745	10
8	31070000	33290000	8:31070000-33290000	5.075903715443745	1.9925512283580638e-05	23
8	69455000	70540000	8:69455000-70540000	-0.05641100620393647	0.17854337772398154	12
8	62645000	64035000	8:62645000-64035000	2.2184612664486134	0.007162100274413219	15
